model,seed,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC
ft-MLP-minilm,1,1.58,5.53,16.21,30.43,44.66,66.01,8.56,1.58,5.53,22.92,30.43,56.52,66.01,70.58,70.78,0.0
ft-MLP-minilm,2,2.37,9.09,24.9,39.53,50.59,70.36,9.85,2.37,9.09,28.06,39.53,57.31,77.87,77.53,76.12,0.0
ft-MLP-minilm,3,1.58,2.37,17.0,32.02,55.34,78.26,7.48,1.58,2.37,18.97,32.02,55.34,78.26,76.99,74.34,0.0
ft-MLP-minilm,0,49.01,53.36,56.92,62.45,82.21,94.07,52.39,49.01,53.36,56.92,62.45,82.21,94.07,90.31,91.37,0.0
ft-MLP-minilm,1,30.83,55.34,65.22,74.31,84.19,94.47,45.6,30.83,55.34,65.22,74.31,84.19,94.47,92.42,93.38,0.0
ft-MLP-minilm,2,45.45,51.78,61.26,66.01,82.61,92.89,50.29,45.45,51.78,61.26,66.01,82.61,92.89,90.58,91.55,0.0
ft-MLP-minilm,3,32.02,55.73,57.71,63.24,78.66,93.28,44.45,32.02,55.73,57.71,63.24,78.66,93.28,89.27,90.54,0.0
ft-MLP-minilm,0,49.01,53.36,56.92,62.45,82.21,94.07,52.39,49.01,53.36,56.92,62.45,82.21,94.07,90.29,91.36,0.0
ft-MLP-minilm,4,48.22,53.75,57.71,66.4,88.14,96.84,52.54,48.22,53.75,57.71,66.4,88.14,96.84,92.55,92.86,0.0
ft-MLP-minilm,1,31.62,55.34,65.22,74.31,84.19,94.47,45.99,31.62,55.34,65.22,74.31,84.19,94.47,92.42,93.39,0.0
ft-MLP-minilm,2,44.27,51.78,61.26,66.01,83.0,92.49,49.69,44.27,51.78,61.26,66.01,83.0,92.49,90.58,91.55,0.0
ft-MLP-minilm,3,32.02,55.73,57.71,63.24,78.26,93.28,44.44,32.02,55.73,57.71,63.24,78.26,93.28,89.25,90.53,0.0
ft-MLP-minilm,4,48.22,53.75,57.71,66.01,88.14,96.84,52.53,48.22,53.75,57.71,66.01,88.14,96.84,92.53,92.84,0.0
ft-MLP-minilm,0,49.01,53.36,56.92,62.45,82.21,94.07,52.39,49.01,53.36,56.92,62.45,82.21,94.07,90.28,91.35,0.0
ft-MLP-minilm,0,49.01,53.36,56.92,62.45,82.21,94.07,52.39,49.01,53.36,56.92,62.45,82.21,94.07,90.27,91.34,0.0
ft-MLP-minilm,0,5.93,7.91,17.0,19.37,36.76,69.96,9.81,5.93,7.91,17.0,19.37,36.76,69.96,69.47,68.95,0.0
ft-MLP-minilm,1,1.58,6.32,19.76,33.2,52.17,68.38,8.68,1.58,6.32,19.76,33.2,52.17,68.38,70.75,72.63,0.0
ft-MLP-minilm,2,2.77,9.09,28.06,43.08,56.13,76.68,9.92,2.77,9.09,28.06,43.08,56.13,76.68,77.49,77.13,0.0
ft-MLP-minilm,3,1.98,2.37,18.18,32.41,57.71,82.21,7.48,1.98,2.37,18.18,32.41,57.71,82.21,76.99,74.97,0.0
ft-MLP-minilm,4,9.09,10.28,21.34,28.46,56.92,80.63,13.34,9.09,10.28,21.34,28.46,56.92,80.63,76.24,76.28,0.0
ft-MLP-minilm,0,9.88,20.95,40.32,55.73,65.61,81.42,18.67,9.88,20.95,40.32,55.73,65.61,81.42,80.61,82.9,0.0
ft-MLP-minilm,1,9.09,17.39,48.22,52.96,60.87,75.49,20.3,9.09,17.39,48.22,52.96,60.87,75.49,77.47,81.69,0.0
ft-MLP-minilm,0,9.88,22.13,40.71,55.73,65.61,82.21,18.68,9.88,22.13,40.71,55.73,65.61,82.21,80.61,82.93,0.0
ft-MLP-minilm,1,9.09,18.18,47.43,52.96,61.26,74.7,20.36,9.09,18.18,47.43,52.96,61.26,74.7,77.3,81.59,0.0
ft-MLP-minilm,2,9.88,17.79,27.27,32.81,46.64,58.89,15.29,9.88,17.79,27.27,32.81,46.64,58.89,57.81,68.84,0.0
ft-MLP-minilm,0,0.79,3.56,7.11,9.09,11.86,14.23,2.95,0.79,3.56,7.11,9.09,11.86,14.23,21.02,40.03,0.0
ft-MLP-minilm,1,0.4,2.77,6.72,10.67,18.58,32.02,2.95,0.4,2.77,6.72,10.67,18.58,32.02,36.38,46.9,0.0
ft-MLP-minilm,0,1.19,3.56,7.11,9.09,11.86,14.23,3.15,1.19,3.56,7.11,9.09,11.86,14.23,21.02,40.15,0.0
ft-MLP-minilm,0,0.79,3.56,7.11,9.09,12.25,14.23,2.94,0.79,3.56,7.11,9.09,12.25,14.23,21.02,40.04,0.0
ft-MLP-minilm,1,0.4,2.77,6.72,10.67,18.58,32.02,2.95,0.4,2.77,6.72,10.67,18.58,32.02,36.4,46.9,0.0
ft-MLP-minilm,2,0.79,1.58,2.37,3.95,7.91,15.42,1.98,0.79,1.58,2.37,3.95,7.91,15.42,22.47,37.9,0.0
ft-MLP-minilm,3,35.57,52.96,53.36,53.75,56.92,60.08,42.16,35.57,52.96,53.36,53.75,56.92,60.08,67.43,78.63,0.0
ft-MLP-minilm,4,20.95,22.53,28.46,32.81,39.13,49.01,23.38,20.95,22.53,28.46,32.81,39.13,49.01,51.18,65.76,0.0
ft-MLP-minilm,0,5.93,7.91,17.0,19.37,36.76,69.96,9.81,5.93,7.91,17.0,19.37,36.76,69.96,69.47,68.95,0.0
ft-MLP-minilm,1,1.58,6.32,19.76,33.2,52.17,68.38,8.68,1.58,6.32,19.76,33.2,52.17,68.38,70.75,72.63,0.0
