Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,hidden_channels,batch_size,lr,max_hash_hops,label_dropout,feature_dropout,sign_dropout
pwc_small_run8mljdctv_ELPH_hyper3du5xcji,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,1,0.1,0.5,0.5
pwc_small_run8mljdctv_ELPH_hyperqsbrohpy,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,1,0.1,0.5,0.7
pwc_small_run8mljdctv_ELPH_hyperl3h368o4,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,1,0.5,0.1,0.1
pwc_small_run8mljdctv_ELPH_hyperw7maspeu,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,1,0.5,0.1,0.3
pwc_small_run8mljdctv_ELPH_hypermvwbxb4j,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,1,0.5,0.1,0.5
pwc_small_run8mljdctv_ELPH_hyperqxbi4bd5,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,1,0.5,0.1,0.7
pwc_small_run8mljdctv_ELPH_hyperpbp95d4q,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,1,0.5,0.3,0.1
pwc_small_run8mljdctv_ELPH_hypersjpe36kq,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,1,0.5,0.3,0.3
pwc_small_run8mljdctv_ELPH_hyperdtflgif0,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,1,0.5,0.3,0.5
pwc_small_run8mljdctv_ELPH_hyperx9g8k93l,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,1,0.5,0.3,0.7
pwc_small_run8mljdctv_ELPH_hyper37xf5bkp,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,1,0.5,0.5,0.1
pwc_small_run8mljdctv_ELPH_hyperiwgqcvaj,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,1,0.5,0.5,0.3
pwc_small_run8mljdctv_ELPH_hyperxchqnbya,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,1,0.5,0.5,0.5
pwc_small_run8mljdctv_ELPH_hypergdctl8id,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,1,0.5,0.5,0.7
pwc_small_run8mljdctv_ELPH_hyperma9zzatz,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,2,0.1,0.1,0.1
pwc_small_run8mljdctv_ELPH_hypergaosa82w,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,2,0.1,0.1,0.3
pwc_small_run8mljdctv_ELPH_hyperpu0a556d,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,2,0.1,0.1,0.5
pwc_small_run8mljdctv_ELPH_hyperc4gm2uii,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,2,0.1,0.1,0.7
pwc_small_run8mljdctv_ELPH_hyper3bmtof05,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,2,0.1,0.3,0.1
pwc_small_run8mljdctv_ELPH_hyper8v8tm14b,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,2,0.1,0.3,0.3
pwc_small_run8mljdctv_ELPH_hyperhml4u739,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,2,0.1,0.3,0.5
pwc_small_run8mljdctv_ELPH_hyperthdiab25,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,2,0.1,0.3,0.7
pwc_small_run8mljdctv_ELPH_hypertsrkm05p,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,2,0.1,0.5,0.1
pwc_small_run8mljdctv_ELPH_hyperhtnwektj,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,2,0.1,0.5,0.3
pwc_small_run8mljdctv_ELPH_hyperii0n1yzd,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,2,0.1,0.5,0.5
pwc_small_run8mljdctv_ELPH_hypero84j3md4,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,2,0.1,0.5,0.7
pwc_small_run8mljdctv_ELPH_hyper7nqyolsm,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,2,0.5,0.1,0.1
pwc_small_run8mljdctv_ELPH_hyperb8yt5kvw,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,2,0.5,0.1,0.3
pwc_small_run8mljdctv_ELPH_hyperf2008727,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,2,0.5,0.1,0.5
pwc_small_run8mljdctv_ELPH_hypermnsuoiqt,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,2,0.5,0.1,0.7
