Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,hidden_channels, num_layers,f_node_dim,f_edge_dim,dropout,batch_size,lr
cora_runafua6nfx_NeoGNN_hypery1ldtzl8,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,16,0.0,512,0.01
cora_runafua6nfx_NeoGNN_hyperszbixrgl,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,16,0.0,512,0.001
cora_runafua6nfx_NeoGNN_hyperx846vmjz,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,16,0.0,1024,0.01
cora_runafua6nfx_NeoGNN_hyperip8fss5m,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,16,0.0,1024,0.001
cora_runafua6nfx_NeoGNN_hyper31asc9y2,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,16,0.1,256,0.01
cora_runafua6nfx_NeoGNN_hyperpuzbd1vx,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,16,0.1,256,0.001
cora_runafua6nfx_NeoGNN_hyperzni71fqs,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,16,0.1,512,0.01
cora_runafua6nfx_NeoGNN_hyperghssinqd,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,16,0.1,512,0.001
cora_runafua6nfx_NeoGNN_hyperml8vlemt,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,16,0.1,1024,0.01
cora_runafua6nfx_NeoGNN_hyperrm4s6nsz,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,16,0.1,1024,0.001
cora_runafua6nfx_NeoGNN_hyperwopm3vqm,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,16,0.3,256,0.01
cora_runafua6nfx_NeoGNN_hyper038pn4ub,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,16,0.3,256,0.001
cora_runafua6nfx_NeoGNN_hyperng3zgpb0,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,16,0.3,512,0.01
cora_runafua6nfx_NeoGNN_hypera19c1c5d,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,16,0.3,512,0.001
cora_runafua6nfx_NeoGNN_hyperohxnaxfh,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,16,0.3,1024,0.01
cora_runafua6nfx_NeoGNN_hyper4gdaerbf,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,16,0.3,1024,0.001
cora_runafua6nfx_NeoGNN_hyperdkqt6pdd,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,32,0.0,256,0.01
cora_runafua6nfx_NeoGNN_hyper604k6xo9,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,32,0.0,256,0.001
cora_runafua6nfx_NeoGNN_hyper6myn7ef3,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,32,0.0,512,0.01
cora_runafua6nfx_NeoGNN_hyperwsxf2amp,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,32,0.0,512,0.001
cora_runafua6nfx_NeoGNN_hyperylkquxcf,29.15,54.98,71.96,78.97,85.24,91.88,46.33,29.15,54.98,71.96,78.97,85.24,91.88,92.38,94.39,85.61,256,3,64,32,0.0,1024,0.01
cora_runafua6nfx_NeoGNN_hyperql175o9b,29.15,54.98,71.96,78.97,85.24,91.88,46.33,29.15,54.98,71.96,78.97,85.24,91.88,92.38,94.39,85.61,256,3,64,32,0.0,1024,0.001
cora_runafua6nfx_NeoGNN_hyperhzuqig18,29.15,54.98,71.96,78.97,85.24,91.88,46.33,29.15,54.98,71.96,78.97,85.24,91.88,92.38,94.39,85.61,256,3,64,32,0.1,256,0.01
cora_runafua6nfx_NeoGNN_hyper1sli9a6b,29.15,54.98,71.96,78.97,85.24,91.88,46.33,29.15,54.98,71.96,78.97,85.24,91.88,92.38,94.39,85.61,256,3,64,32,0.1,256,0.001
cora_runafua6nfx_NeoGNN_hyper8jue8wxj,29.15,54.98,71.96,78.97,85.24,91.88,46.33,29.15,54.98,71.96,78.97,85.24,91.88,92.38,94.39,85.61,256,3,64,32,0.1,512,0.01
cora_runafua6nfx_NeoGNN_hyper2avv7z1f,29.15,54.98,71.96,78.97,85.24,91.88,46.33,29.15,54.98,71.96,78.97,85.24,91.88,92.38,94.39,85.61,256,3,64,32,0.1,512,0.001
cora_runafua6nfx_NeoGNN_hyper63zee8mz,29.15,54.98,71.96,78.97,85.24,91.88,46.33,29.15,54.98,71.96,78.97,85.24,91.88,92.38,94.39,85.61,256,3,64,32,0.1,1024,0.01
cora_runafua6nfx_NeoGNN_hyperzdx30ale,29.15,54.98,71.96,78.97,85.24,91.88,46.33,29.15,54.98,71.96,78.97,85.24,91.88,92.38,94.39,85.61,256,3,64,32,0.1,1024,0.001
cora_runafua6nfx_NeoGNN_hyperpzrsd0hx,29.15,54.98,71.96,78.97,85.24,91.88,46.33,29.15,54.98,71.96,78.97,85.24,91.88,92.38,94.39,85.61,256,3,64,32,0.3,256,0.01
cora_runafua6nfx_NeoGNN_hyper4c1brtkv,29.15,54.98,71.96,78.97,85.24,91.88,46.33,29.15,54.98,71.96,78.97,85.24,91.88,92.38,94.39,85.61,256,3,64,32,0.3,256,0.001
cora_runafua6nfx_NeoGNN_hyper19e25iwi,29.15,54.98,71.96,78.97,85.24,91.88,46.33,29.15,54.98,71.96,78.97,85.24,91.88,92.38,94.39,85.61,256,3,64,32,0.3,512,0.01
cora_runafua6nfx_NeoGNN_hyperetkqgnv1,29.15,54.98,71.96,78.97,85.24,91.88,46.33,29.15,54.98,71.96,78.97,85.24,91.88,92.38,94.39,85.61,256,3,64,32,0.3,512,0.001
cora_runafua6nfx_NeoGNN_hyperxwy1yaeg,29.15,54.98,71.96,78.97,85.24,91.88,46.33,29.15,54.98,71.96,78.97,85.24,91.88,92.38,94.39,85.61,256,3,64,32,0.3,1024,0.01
cora_runafua6nfx_NeoGNN_hyperwl4ce53j,29.15,54.98,71.96,78.97,85.24,91.88,46.33,29.15,54.98,71.96,78.97,85.24,91.88,92.38,94.39,85.61,256,3,64,32,0.3,1024,0.001
cora_runafua6nfx_NeoGNN_hyper8hmp32s9,29.15,54.98,71.96,78.97,85.24,91.88,46.33,29.15,54.98,71.96,78.97,85.24,91.88,92.38,94.39,85.61,256,3,128,32,0.0,256,0.01
cora_runafua6nfx_NeoGNN_hyperwcdx9a9l,29.15,54.98,71.96,78.97,85.24,91.88,46.33,29.15,54.98,71.96,78.97,85.24,91.88,92.38,94.39,85.61,256,3,128,32,0.0,256,0.001
cora_runafua6nfx_NeoGNN_hyperti1nfy24,29.15,54.98,71.96,78.97,85.24,91.88,46.33,29.15,54.98,71.96,78.97,85.24,91.88,92.38,94.39,85.61,256,3,128,32,0.0,512,0.01
cora_runafua6nfx_NeoGNN_hyper3a8noj21,29.15,54.98,71.96,78.97,85.24,91.88,46.33,29.15,54.98,71.96,78.97,85.24,91.88,92.38,94.39,85.61,256,3,128,32,0.0,512,0.001
cora_runafua6nfx_NeoGNN_hyperrlbuk8np,29.15,54.98,71.96,78.97,85.24,91.88,46.33,29.15,54.98,71.96,78.97,85.24,91.88,92.38,94.39,85.61,256,3,128,32,0.0,1024,0.01
cora_runafua6nfx_NeoGNN_hyperxtwhvsvg,29.15,54.98,71.96,78.97,85.24,91.88,46.33,29.15,54.98,71.96,78.97,85.24,91.88,92.38,94.39,85.61,256,3,128,32,0.0,1024,0.001
cora_runafua6nfx_NeoGNN_hypercdmo1asu,29.15,54.98,71.96,78.97,85.24,94.83,46.33,29.15,54.98,71.96,78.97,85.24,94.83,93.12,94.39,85.61,256,3,128,32,0.1,256,0.01
cora_runafua6nfx_NeoGNN_hypervdj5ppbh,29.15,54.98,71.96,78.97,85.24,94.83,46.33,29.15,54.98,71.96,78.97,85.24,94.83,93.12,94.39,85.61,256,3,128,32,0.1,256,0.001
cora_runafua6nfx_NeoGNN_hypermnnkss3i,29.15,54.98,71.96,78.97,85.24,94.83,46.33,29.15,54.98,71.96,78.97,85.24,94.83,93.12,94.39,85.61,256,3,128,32,0.1,512,0.01
cora_runafua6nfx_NeoGNN_hyperksl16x6w,29.15,54.98,71.96,78.97,85.24,94.83,46.33,29.15,54.98,71.96,78.97,85.24,94.83,93.12,94.39,85.61,256,3,128,32,0.1,512,0.001
cora_runafua6nfx_NeoGNN_hyperraissbv0,29.15,54.98,71.96,78.97,85.24,94.83,46.33,29.15,54.98,71.96,78.97,85.24,94.83,93.12,94.39,85.61,256,3,128,32,0.1,1024,0.01
cora_runafua6nfx_NeoGNN_hyper7vq9jnyf,29.15,54.98,71.96,78.97,85.24,94.83,46.33,29.15,54.98,71.96,78.97,85.24,94.83,93.12,94.39,85.61,256,3,128,32,0.1,1024,0.001
cora_runafua6nfx_NeoGNN_hyper7n4ofg73,29.15,54.98,71.96,78.97,85.24,94.83,46.33,29.15,54.98,71.96,78.97,85.24,94.83,93.12,94.39,85.61,256,3,128,32,0.3,256,0.01
cora_runafua6nfx_NeoGNN_hyperon3ty4eb,29.15,54.98,71.96,78.97,85.24,94.83,46.33,29.15,54.98,71.96,78.97,85.24,94.83,93.12,94.39,85.61,256,3,128,32,0.3,256,0.001
cora_runafua6nfx_NeoGNN_hyperlhd0ut42,29.15,54.98,71.96,78.97,85.24,94.83,46.33,29.15,54.98,71.96,78.97,85.24,94.83,93.12,94.39,85.61,256,3,128,32,0.3,512,0.01
cora_runafua6nfx_NeoGNN_hypert64g3sjo,29.15,54.98,71.96,78.97,85.24,94.83,46.33,29.15,54.98,71.96,78.97,85.24,94.83,93.12,94.39,85.61,256,3,128,32,0.3,512,0.001
cora_runafua6nfx_NeoGNN_hyperav3ywjde,29.15,54.98,71.96,78.97,85.24,94.83,46.33,29.15,54.98,71.96,78.97,85.24,94.83,93.12,94.39,85.61,256,3,128,32,0.3,1024,0.01
cora_runafua6nfx_NeoGNN_hyperze4s91nr,29.15,54.98,71.96,78.97,85.24,94.83,46.33,29.15,54.98,71.96,78.97,85.24,94.83,93.12,94.39,85.61,256,3,128,32,0.3,1024,0.001
cora_runuleh1gx3_NeoGNN_hypernhrtcdy1,31.73,63.84,67.53,73.8,83.76,89.3,41.7,31.73,63.84,67.53,73.8,83.76,89.3,89.83,91.8,84.87,128,2,64,8,0.0,256,0.01
cora_runuleh1gx3_NeoGNN_hypereudl510a,47.97,63.84,67.53,73.8,83.76,91.51,41.7,47.97,63.84,67.53,73.8,83.76,91.51,91.36,92.49,84.87,128,2,64,8,0.0,256,0.001
Best,51.29,63.84,75.65,78.97,87.45,94.83,46.33,51.29,63.84,75.65,78.97,87.45,94.83,93.12,94.39,85.98,256,3,128,32,0.3,1024,0.01
